"";"AgeGrp_min";"AgeGrp_max";"NUTS";"date";"Year";"WeekNo";"male_covid_death";"female_covid_death";"NC_covid_death";"total_covid_death";"country";"type"
"532";"60";"69";"Switzerland";"2020-11-20";"2020";"47";2;0;0;2;"Switzerland";"AgeGender"
"533";"40";"49";"Switzerland";"2020-11-20";"2020";"47";1;0;0;1;"Switzerland";"AgeGender"
"534";"20";"29";"Switzerland";"2020-11-20";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"535";"0";"9";"Switzerland";"2020-11-20";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"536";"30";"39";"Switzerland";"2020-11-20";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"537";"80";NA;"Switzerland";"2020-12-21";"2020";"52";13;10;0;23;"Switzerland";"AgeGender"
"538";"80+";"80+";"Switzerland";"2020-12-21";"2020";"52";24;33;0;57;"Switzerland";"AgeGender"
"539";"50";"59";"Switzerland";"2020-12-21";"2020";"52";2;0;0;2;"Switzerland";"AgeGender"
"540";"60";"69";"Switzerland";"2020-12-21";"2020";"52";5;1;0;6;"Switzerland";"AgeGender"
"541";"40";"49";"Switzerland";"2020-12-21";"2020";"52";0;0;0;0;"Switzerland";"AgeGender"
"542";"20";"29";"Switzerland";"2020-12-21";"2020";"52";0;0;0;0;"Switzerland";"AgeGender"
"543";"0";"9";"Switzerland";"2020-12-21";"2020";"52";0;0;0;0;"Switzerland";"AgeGender"
"544";"30";"39";"Switzerland";"2020-12-21";"2020";"52";0;0;0;0;"Switzerland";"AgeGender"
"545";"80";NA;"Switzerland";"2020-12-15";"2020";"51";7;7;0;14;"Switzerland";"AgeGender"
"546";"80+";"80+";"Switzerland";"2020-12-15";"2020";"51";25;44;0;69;"Switzerland";"AgeGender"
"547";"50";"59";"Switzerland";"2020-12-15";"2020";"51";2;0;0;2;"Switzerland";"AgeGender"
"548";"60";"69";"Switzerland";"2020-12-15";"2020";"51";1;2;0;3;"Switzerland";"AgeGender"
"549";"40";"49";"Switzerland";"2020-12-15";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"550";"20";"29";"Switzerland";"2020-12-15";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"551";"0";"9";"Switzerland";"2020-12-15";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"552";"30";"39";"Switzerland";"2020-12-15";"2020";"51";0;0;0;0;"Switzerland";"AgeGender"
"553";"80";NA;"Switzerland";"2020-03-26";"2020";"13";8;2;0;10;"Switzerland";"AgeGender"
"554";"80+";"80+";"Switzerland";"2020-03-26";"2020";"13";18;3;0;21;"Switzerland";"AgeGender"
"555";"50";"59";"Switzerland";"2020-03-26";"2020";"13";2;0;0;2;"Switzerland";"AgeGender"
"556";"60";"69";"Switzerland";"2020-03-26";"2020";"13";4;1;0;5;"Switzerland";"AgeGender"
"557";"40";"49";"Switzerland";"2020-03-26";"2020";"13";0;0;0;0;"Switzerland";"AgeGender"
"558";"20";"29";"Switzerland";"2020-03-26";"2020";"13";0;0;0;0;"Switzerland";"AgeGender"
"559";"0";"9";"Switzerland";"2020-03-26";"2020";"13";0;0;0;0;"Switzerland";"AgeGender"
"560";"30";"39";"Switzerland";"2020-03-26";"2020";"13";0;0;0;0;"Switzerland";"AgeGender"
"561";"80";NA;"Switzerland";"2021-02-18";"2021";"07";1;0;0;1;"Switzerland";"AgeGender"
"562";"80+";"80+";"Switzerland";"2021-02-18";"2021";"07";0;8;0;8;"Switzerland";"AgeGender"
"563";"50";"59";"Switzerland";"2021-02-18";"2021";"07";0;0;0;0;"Switzerland";"AgeGender"
"564";"60";"69";"Switzerland";"2021-02-18";"2021";"07";1;0;0;1;"Switzerland";"AgeGender"
"565";"40";"49";"Switzerland";"2021-02-18";"2021";"07";0;0;0;0;"Switzerland";"AgeGender"
"566";"20";"29";"Switzerland";"2021-02-18";"2021";"07";0;0;0;0;"Switzerland";"AgeGender"
"567";"0";"9";"Switzerland";"2021-02-18";"2021";"07";0;0;0;0;"Switzerland";"AgeGender"
"568";"30";"39";"Switzerland";"2021-02-18";"2021";"07";0;0;0;0;"Switzerland";"AgeGender"
"569";"80";NA;"Switzerland";"2020-11-09";"2020";"46";9;5;0;14;"Switzerland";"AgeGender"
"570";"80+";"80+";"Switzerland";"2020-11-09";"2020";"46";26;40;0;66;"Switzerland";"AgeGender"
"571";"50";"59";"Switzerland";"2020-11-09";"2020";"46";1;2;0;3;"Switzerland";"AgeGender"
"572";"60";"69";"Switzerland";"2020-11-09";"2020";"46";2;0;0;2;"Switzerland";"AgeGender"
"573";"40";"49";"Switzerland";"2020-11-09";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"574";"20";"29";"Switzerland";"2020-11-09";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"575";"0";"9";"Switzerland";"2020-11-09";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"576";"30";"39";"Switzerland";"2020-11-09";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"577";"80";NA;"Switzerland";"2020-11-14";"2020";"46";10;4;0;14;"Switzerland";"AgeGender"
"578";"80+";"80+";"Switzerland";"2020-11-14";"2020";"46";27;33;0;60;"Switzerland";"AgeGender"
"579";"50";"59";"Switzerland";"2020-11-14";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"580";"60";"69";"Switzerland";"2020-11-14";"2020";"46";1;2;0;3;"Switzerland";"AgeGender"
"581";"40";"49";"Switzerland";"2020-11-14";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"582";"20";"29";"Switzerland";"2020-11-14";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"583";"0";"9";"Switzerland";"2020-11-14";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"584";"30";"39";"Switzerland";"2020-11-14";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"585";"80";NA;"Switzerland";"2020-04-29";"2020";"18";0;2;0;2;"Switzerland";"AgeGender"
"586";"80+";"80+";"Switzerland";"2020-04-29";"2020";"18";6;2;0;8;"Switzerland";"AgeGender"
"587";"50";"59";"Switzerland";"2020-04-29";"2020";"18";0;1;0;1;"Switzerland";"AgeGender"
"588";"60";"69";"Switzerland";"2020-04-29";"2020";"18";0;0;0;0;"Switzerland";"AgeGender"
"589";"40";"49";"Switzerland";"2020-04-29";"2020";"18";0;0;0;0;"Switzerland";"AgeGender"
"590";"20";"29";"Switzerland";"2020-04-29";"2020";"18";0;0;0;0;"Switzerland";"AgeGender"
"591";"0";"9";"Switzerland";"2020-04-29";"2020";"18";0;0;0;0;"Switzerland";"AgeGender"
"592";"30";"39";"Switzerland";"2020-04-29";"2020";"18";0;0;0;0;"Switzerland";"AgeGender"
"593";"80";NA;"Switzerland";"2020-12-29";"2020";"53";9;5;0;14;"Switzerland";"AgeGender"
"594";"80+";"80+";"Switzerland";"2020-12-29";"2020";"53";29;27;0;56;"Switzerland";"AgeGender"
"595";"50";"59";"Switzerland";"2020-12-29";"2020";"53";0;0;0;0;"Switzerland";"AgeGender"
"596";"60";"69";"Switzerland";"2020-12-29";"2020";"53";3;1;0;4;"Switzerland";"AgeGender"
"597";"40";"49";"Switzerland";"2020-12-29";"2020";"53";0;0;0;0;"Switzerland";"AgeGender"
"598";"20";"29";"Switzerland";"2020-12-29";"2020";"53";0;0;0;0;"Switzerland";"AgeGender"
"599";"0";"9";"Switzerland";"2020-12-29";"2020";"53";0;0;0;0;"Switzerland";"AgeGender"
"600";"30";"39";"Switzerland";"2020-12-29";"2020";"53";1;0;0;1;"Switzerland";"AgeGender"
"601";"80";NA;"Switzerland";"2020-11-19";"2020";"47";10;5;0;15;"Switzerland";"AgeGender"
"602";"80+";"80+";"Switzerland";"2020-11-19";"2020";"47";25;34;0;59;"Switzerland";"AgeGender"
"603";"50";"59";"Switzerland";"2020-11-19";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"604";"60";"69";"Switzerland";"2020-11-19";"2020";"47";3;2;0;5;"Switzerland";"AgeGender"
"605";"40";"49";"Switzerland";"2020-11-19";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"606";"20";"29";"Switzerland";"2020-11-19";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"607";"0";"9";"Switzerland";"2020-11-19";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"608";"30";"39";"Switzerland";"2020-11-19";"2020";"47";0;0;0;0;"Switzerland";"AgeGender"
"609";"80";NA;"Switzerland";"2020-04-18";"2020";"16";3;3;0;6;"Switzerland";"AgeGender"
"610";"80+";"80+";"Switzerland";"2020-04-18";"2020";"16";8;16;0;24;"Switzerland";"AgeGender"
"611";"50";"59";"Switzerland";"2020-04-18";"2020";"16";0;0;0;0;"Switzerland";"AgeGender"
"612";"60";"69";"Switzerland";"2020-04-18";"2020";"16";2;2;0;4;"Switzerland";"AgeGender"
"613";"40";"49";"Switzerland";"2020-04-18";"2020";"16";0;0;0;0;"Switzerland";"AgeGender"
"614";"20";"29";"Switzerland";"2020-04-18";"2020";"16";0;0;0;0;"Switzerland";"AgeGender"
"615";"0";"9";"Switzerland";"2020-04-18";"2020";"16";0;0;0;0;"Switzerland";"AgeGender"
"616";"30";"39";"Switzerland";"2020-04-18";"2020";"16";0;0;0;0;"Switzerland";"AgeGender"
"617";"80";NA;"Switzerland";"2021-01-28";"2021";"04";5;3;0;8;"Switzerland";"AgeGender"
"618";"80+";"80+";"Switzerland";"2021-01-28";"2021";"04";12;9;0;21;"Switzerland";"AgeGender"
"619";"50";"59";"Switzerland";"2021-01-28";"2021";"04";1;2;0;3;"Switzerland";"AgeGender"
"620";"60";"69";"Switzerland";"2021-01-28";"2021";"04";2;2;0;4;"Switzerland";"AgeGender"
"621";"40";"49";"Switzerland";"2021-01-28";"2021";"04";0;0;0;0;"Switzerland";"AgeGender"
"622";"20";"29";"Switzerland";"2021-01-28";"2021";"04";0;0;0;0;"Switzerland";"AgeGender"
"623";"0";"9";"Switzerland";"2021-01-28";"2021";"04";0;0;0;0;"Switzerland";"AgeGender"
"624";"30";"39";"Switzerland";"2021-01-28";"2021";"04";0;0;0;0;"Switzerland";"AgeGender"
"625";"80";NA;"Switzerland";"2021-02-28";"2021";"08";0;2;0;2;"Switzerland";"AgeGender"
"626";"80+";"80+";"Switzerland";"2021-02-28";"2021";"08";2;1;0;3;"Switzerland";"AgeGender"
"627";"50";"59";"Switzerland";"2021-02-28";"2021";"08";0;0;0;0;"Switzerland";"AgeGender"
"628";"60";"69";"Switzerland";"2021-02-28";"2021";"08";1;0;0;1;"Switzerland";"AgeGender"
"629";"40";"49";"Switzerland";"2021-02-28";"2021";"08";0;0;0;0;"Switzerland";"AgeGender"
"630";"20";"29";"Switzerland";"2021-02-28";"2021";"08";0;0;0;0;"Switzerland";"AgeGender"
"631";"0";"9";"Switzerland";"2021-02-28";"2021";"08";0;0;0;0;"Switzerland";"AgeGender"
"632";"30";"39";"Switzerland";"2021-02-28";"2021";"08";0;0;0;0;"Switzerland";"AgeGender"
"633";"80";NA;"Switzerland";"2021-01-02";"2021";"53";6;4;0;10;"Switzerland";"AgeGender"
"634";"80+";"80+";"Switzerland";"2021-01-02";"2021";"53";18;29;0;47;"Switzerland";"AgeGender"
"635";"50";"59";"Switzerland";"2021-01-02";"2021";"53";1;1;0;2;"Switzerland";"AgeGender"
"636";"60";"69";"Switzerland";"2021-01-02";"2021";"53";6;0;0;6;"Switzerland";"AgeGender"
"637";"40";"49";"Switzerland";"2021-01-02";"2021";"53";0;0;0;0;"Switzerland";"AgeGender"
"638";"20";"29";"Switzerland";"2021-01-02";"2021";"53";0;0;0;0;"Switzerland";"AgeGender"
"639";"0";"9";"Switzerland";"2021-01-02";"2021";"53";0;0;0;0;"Switzerland";"AgeGender"
"640";"30";"39";"Switzerland";"2021-01-02";"2021";"53";0;0;0;0;"Switzerland";"AgeGender"
"641";"80";NA;"Switzerland";"2020-10-12";"2020";"42";1;0;0;1;"Switzerland";"AgeGender"
"642";"80+";"80+";"Switzerland";"2020-10-12";"2020";"42";2;2;0;4;"Switzerland";"AgeGender"
"643";"50";"59";"Switzerland";"2020-10-12";"2020";"42";0;0;0;0;"Switzerland";"AgeGender"
"644";"60";"69";"Switzerland";"2020-10-12";"2020";"42";0;0;0;0;"Switzerland";"AgeGender"
"645";"40";"49";"Switzerland";"2020-10-12";"2020";"42";0;0;0;0;"Switzerland";"AgeGender"
"646";"20";"29";"Switzerland";"2020-10-12";"2020";"42";0;0;0;0;"Switzerland";"AgeGender"
"647";"0";"9";"Switzerland";"2020-10-12";"2020";"42";0;0;0;0;"Switzerland";"AgeGender"
"648";"30";"39";"Switzerland";"2020-10-12";"2020";"42";0;0;0;0;"Switzerland";"AgeGender"
"649";"80";NA;"Switzerland";"2020-04-08";"2020";"15";6;4;0;10;"Switzerland";"AgeGender"
"650";"80+";"80+";"Switzerland";"2020-04-08";"2020";"15";19;23;0;42;"Switzerland";"AgeGender"
"651";"50";"59";"Switzerland";"2020-04-08";"2020";"15";0;1;0;1;"Switzerland";"AgeGender"
"652";"60";"69";"Switzerland";"2020-04-08";"2020";"15";3;1;0;4;"Switzerland";"AgeGender"
"653";"40";"49";"Switzerland";"2020-04-08";"2020";"15";0;0;0;0;"Switzerland";"AgeGender"
"654";"20";"29";"Switzerland";"2020-04-08";"2020";"15";0;0;0;0;"Switzerland";"AgeGender"
"655";"0";"9";"Switzerland";"2020-04-08";"2020";"15";0;0;0;0;"Switzerland";"AgeGender"
"656";"30";"39";"Switzerland";"2020-04-08";"2020";"15";1;0;0;1;"Switzerland";"AgeGender"
"657";"80";NA;"Switzerland";"2020-10-17";"2020";"42";1;2;0;3;"Switzerland";"AgeGender"
"658";"80+";"80+";"Switzerland";"2020-10-17";"2020";"42";2;2;0;4;"Switzerland";"AgeGender"
"659";"50";"59";"Switzerland";"2020-10-17";"2020";"42";0;0;0;0;"Switzerland";"AgeGender"
"660";"60";"69";"Switzerland";"2020-10-17";"2020";"42";0;0;0;0;"Switzerland";"AgeGender"
"661";"40";"49";"Switzerland";"2020-10-17";"2020";"42";0;0;0;0;"Switzerland";"AgeGender"
"662";"20";"29";"Switzerland";"2020-10-17";"2020";"42";0;0;0;0;"Switzerland";"AgeGender"
"663";"0";"9";"Switzerland";"2020-10-17";"2020";"42";0;0;0;0;"Switzerland";"AgeGender"
"664";"30";"39";"Switzerland";"2020-10-17";"2020";"42";0;0;0;0;"Switzerland";"AgeGender"
"665";"80";NA;"Switzerland";"2020-10-30";"2020";"44";8;2;0;10;"Switzerland";"AgeGender"
"666";"80+";"80+";"Switzerland";"2020-10-30";"2020";"44";15;17;0;32;"Switzerland";"AgeGender"
"667";"50";"59";"Switzerland";"2020-10-30";"2020";"44";0;0;0;0;"Switzerland";"AgeGender"
"668";"60";"69";"Switzerland";"2020-10-30";"2020";"44";0;0;0;0;"Switzerland";"AgeGender"
"669";"40";"49";"Switzerland";"2020-10-30";"2020";"44";0;0;0;0;"Switzerland";"AgeGender"
"670";"20";"29";"Switzerland";"2020-10-30";"2020";"44";0;0;0;0;"Switzerland";"AgeGender"
"671";"0";"9";"Switzerland";"2020-10-30";"2020";"44";0;0;0;0;"Switzerland";"AgeGender"
"672";"30";"39";"Switzerland";"2020-10-30";"2020";"44";0;0;0;0;"Switzerland";"AgeGender"
"673";"80";NA;"Switzerland";"2021-01-01";"2021";"53";6;9;0;15;"Switzerland";"AgeGender"
"674";"80+";"80+";"Switzerland";"2021-01-01";"2021";"53";25;24;0;49;"Switzerland";"AgeGender"
"675";"50";"59";"Switzerland";"2021-01-01";"2021";"53";0;0;0;0;"Switzerland";"AgeGender"
"676";"60";"69";"Switzerland";"2021-01-01";"2021";"53";5;3;0;8;"Switzerland";"AgeGender"
"677";"40";"49";"Switzerland";"2021-01-01";"2021";"53";0;1;0;1;"Switzerland";"AgeGender"
"678";"20";"29";"Switzerland";"2021-01-01";"2021";"53";0;0;0;0;"Switzerland";"AgeGender"
"679";"0";"9";"Switzerland";"2021-01-01";"2021";"53";0;0;0;0;"Switzerland";"AgeGender"
"680";"30";"39";"Switzerland";"2021-01-01";"2021";"53";0;0;0;0;"Switzerland";"AgeGender"
"681";"80";NA;"Switzerland";"2020-11-13";"2020";"46";5;8;0;13;"Switzerland";"AgeGender"
"682";"80+";"80+";"Switzerland";"2020-11-13";"2020";"46";29;41;0;70;"Switzerland";"AgeGender"
"683";"50";"59";"Switzerland";"2020-11-13";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"684";"60";"69";"Switzerland";"2020-11-13";"2020";"46";1;0;0;1;"Switzerland";"AgeGender"
"685";"40";"49";"Switzerland";"2020-11-13";"2020";"46";0;1;0;1;"Switzerland";"AgeGender"
"686";"20";"29";"Switzerland";"2020-11-13";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"687";"0";"9";"Switzerland";"2020-11-13";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"688";"30";"39";"Switzerland";"2020-11-13";"2020";"46";0;0;0;0;"Switzerland";"AgeGender"
"689";"80";NA;"Switzerland";"2020-04-01";"2020";"14";8;2;0;10;"Switzerland";"AgeGender"
"690";"80+";"80+";"Switzerland";"2020-04-01";"2020";"14";22;23;0;45;"Switzerland";"AgeGender"
"691";"50";"59";"Switzerland";"2020-04-01";"2020";"14";1;0;0;1;"Switzerland";"AgeGender"
"692";"60";"69";"Switzerland";"2020-04-01";"2020";"14";1;0;0;1;"Switzerland";"AgeGender"
"693";"40";"49";"Switzerland";"2020-04-01";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"694";"20";"29";"Switzerland";"2020-04-01";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"695";"0";"9";"Switzerland";"2020-04-01";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"696";"30";"39";"Switzerland";"2020-04-01";"2020";"14";0;0;0;0;"Switzerland";"AgeGender"
"697";"80";NA;"Switzerland";"2021-01-20";"2021";"03";2;1;0;3;"Switzerland";"AgeGender"
"698";"80+";"80+";"Switzerland";"2021-01-20";"2021";"03";17;21;0;38;"Switzerland";"AgeGender"
"699";"50";"59";"Switzerland";"2021-01-20";"2021";"03";0;0;0;0;"Switzerland";"AgeGender"
"700";"60";"69";"Switzerland";"2021-01-20";"2021";"03";1;0;0;1;"Switzerland";"AgeGender"
"701";"40";"49";"Switzerland";"2021-01-20";"2021";"03";0;1;0;1;"Switzerland";"AgeGender"
"702";"20";"29";"Switzerland";"2021-01-20";"2021";"03";0;0;0;0;"Switzerland";"AgeGender"
"703";"0";"9";"Switzerland";"2021-01-20";"2021";"03";0;0;0;0;"Switzerland";"AgeGender"
"704";"30";"39";"Switzerland";"2021-01-20";"2021";"03";0;0;0;0;"Switzerland";"AgeGender"
"705";"80";NA;"Switzerland";"2020-12-10";"2020";"50";12;7;0;19;"Switzerland";"AgeGender"
"706";"80+";"80+";"Switzerland";"2020-12-10";"2020";"50";21;34;0;55;"Switzerland";"AgeGender"
"707";"50";"59";"Switzerland";"2020-12-10";"2020";"50";0;1;0;1;"Switzerland";"AgeGender"
"708";"60";"69";"Switzerland";"2020-12-10";"2020";"50";7;1;0;8;"Switzerland";"AgeGender"
"709";"40";"49";"Switzerland";"2020-12-10";"2020";"50";1;0;0;1;"Switzerland";"AgeGender"
"710";"20";"29";"Switzerland";"2020-12-10";"2020";"50";0;0;0;0;"Switzerland";"AgeGender"
"711";"0";"9";"Switzerland";"2020-12-10";"2020";"50";0;0;0;0;"Switzerland";"AgeGender"
"712";"30";"39";"Switzerland";"2020-12-10";"2020";"50";0;0;0;0;"Switzerland";"AgeGender"
"713";"80";NA;"Switzerland";"2021-01-08";"2021";"01";7;1;0;8;"Switzerland";"AgeGender"
"714";"80+";"80+";"Switzerland";"2021-01-08";"2021";"01";13;20;0;33;"Switzerland";"AgeGender"
"715";"50";"59";"Switzerland";"2021-01-08";"2021";"01";3;1;0;4;"Switzerland";"AgeGender"
"716";"60";"69";"Switzerland";"2021-01-08";"2021";"01";2;1;0;3;"Switzerland";"AgeGender"
"717";"40";"49";"Switzerland";"2021-01-08";"2021";"01";0;0;0;0;"Switzerland";"AgeGender"
"718";"20";"29";"Switzerland";"2021-01-08";"2021";"01";0;0;0;0;"Switzerland";"AgeGender"
"719";"0";"9";"Switzerland";"2021-01-08";"2021";"01";0;0;0;0;"Switzerland";"AgeGender"
"720";"30";"39";"Switzerland";"2021-01-08";"2021";"01";0;0;0;0;"Switzerland";"AgeGender"
"721";"80";NA;"Switzerland";"2020-03-21";"2020";"12";3;2;0;5;"Switzerland";"AgeGender"
"722";"80+";"80+";"Switzerland";"2020-03-21";"2020";"12";7;5;0;12;"Switzerland";"AgeGender"
"723";"50";"59";"Switzerland";"2020-03-21";"2020";"12";1;0;0;1;"Switzerland";"AgeGender"
"724";"60";"69";"Switzerland";"2020-03-21";"2020";"12";1;0;0;1;"Switzerland";"AgeGender"
"725";"40";"49";"Switzerland";"2020-03-21";"2020";"12";0;0;0;0;"Switzerland";"AgeGender"
"726";"20";"29";"Switzerland";"2020-03-21";"2020";"12";0;0;0;0;"Switzerland";"AgeGender"
"727";"0";"9";"Switzerland";"2020-03-21";"2020";"12";0;0;0;0;"Switzerland";"AgeGender"
"728";"30";"39";"Switzerland";"2020-03-21";"2020";"12";0;0;0;0;"Switzerland";"AgeGender"
"729";"80";NA;"Switzerland";"2020-12-26";"2020";"52";14;4;0;18;"Switzerland";"AgeGender"
"730";"80+";"80+";"Switzerland";"2020-12-26";"2020";"52";32;38;0;70;"Switzerland";"AgeGender"
"731";"50";"59";"Switzerland";"2020-12-26";"2020";"52";1;0;0;1;"Switzerland";"AgeGender"
"732";"60";"69";"Switzerland";"2020-12-26";"2020";"52";2;1;0;3;"Switzerland";"AgeGender"
"733";"40";"49";"Switzerland";"2020-12-26";"2020";"52";0;0;0;0;"Switzerland";"AgeGender"
"734";"20";"29";"Switzerland";"2020-12-26";"2020";"52";0;0;0;0;"Switzerland";"AgeGender"
"735";"0";"9";"Switzerland";"2020-12-26";"2020";"52";0;0;0;0;"Switzerland";"AgeGender"
"736";"30";"39";"Switzerland";"2020-12-26";"2020";"52";0;0;0;0;"Switzerland";"AgeGender"
"737";"80";NA;"Switzerland";"2021-01-10";"2021";"01";6;1;0;7;"Switzerland";"AgeGender"
"738";"80+";"80+";"Switzerland";"2021-01-10";"2021";"01";20;25;0;45;"Switzerland";"AgeGender"
"739";"50";"59";"Switzerland";"2021-01-10";"2021";"01";0;1;0;1;"Switzerland";"AgeGender"
"740";"60";"69";"Switzerland";"2021-01-10";"2021";"01";0;2;0;2;"Switzerland";"AgeGender"
"741";"40";"49";"Switzerland";"2021-01-10";"2021";"01";0;0;0;0;"Switzerland";"AgeGender"
"742";"20";"29";"Switzerland";"2021-01-10";"2021";"01";0;0;0;0;"Switzerland";"AgeGender"
"743";"0";"9";"Switzerland";"2021-01-10";"2021";"01";0;0;0;0;"Switzerland";"AgeGender"
"744";"30";"39";"Switzerland";"2021-01-10";"2021";"01";0;0;0;0;"Switzerland";"AgeGender"
"745";"80";NA;"Switzerland";"2021-01-07";"2021";"01";6;7;0;13;"Switzerland";"AgeGender"
"746";"80+";"80+";"Switzerland";"2021-01-07";"2021";"01";25;22;0;47;"Switzerland";"AgeGender"
"747";"50";"59";"Switzerland";"2021-01-07";"2021";"01";0;0;0;0;"Switzerland";"AgeGender"
"748";"60";"69";"Switzerland";"2021-01-07";"2021";"01";1;1;0;2;"Switzerland";"AgeGender"
"749";"40";"49";"Switzerland";"2021-01-07";"2021";"01";0;0;0;0;"Switzerland";"AgeGender"
"750";"20";"29";"Switzerland";"2021-01-07";"2021";"01";0;0;0;0;"Switzerland";"AgeGender"
"751";"0";"9";"Switzerland";"2021-01-07";"2021";"01";0;0;0;0;"Switzerland";"AgeGender"
"752";"30";"39";"Switzerland";"2021-01-07";"2021";"01";0;0;0;0;"Switzerland";"AgeGender"
"753";"80";NA;"Switzerland";"2021-01-31";"2021";"04";1;4;0;5;"Switzerland";"AgeGender"
"754";"80+";"80+";"Switzerland";"2021-01-31";"2021";"04";12;7;0;19;"Switzerland";"AgeGender"
"755";"50";"59";"Switzerland";"2021-01-31";"2021";"04";0;0;0;0;"Switzerland";"AgeGender"
"756";"60";"69";"Switzerland";"2021-01-31";"2021";"04";2;1;0;3;"Switzerland";"AgeGender"
"757";"40";"49";"Switzerland";"2021-01-31";"2021";"04";0;0;0;0;"Switzerland";"AgeGender"
"758";"20";"29";"Switzerland";"2021-01-31";"2021";"04";0;0;0;0;"Switzerland";"AgeGender"
"759";"0";"9";"Switzerland";"2021-01-31";"2021";"04";0;0;0;0;"Switzerland";"AgeGender"
"760";"30";"39";"Switzerland";"2021-01-31";"2021";"04";0;0;0;0;"Switzerland";"AgeGender"
"761";"80";NA;"Switzerland";"2020-11-29";"2020";"48";13;4;0;17;"Switzerland";"AgeGender"
"762";"80+";"80+";"Switzerland";"2020-11-29";"2020";"48";32;27;0;59;"Switzerland";"AgeGender"
"763";"50";"59";"Switzerland";"2020-11-29";"2020";"48";0;0;0;0;"Switzerland";"AgeGender"
"764";"60";"69";"Switzerland";"2020-11-29";"2020";"48";3;2;0;5;"Switzerland";"AgeGender"
"765";"40";"49";"Switzerland";"2020-11-29";"2020";"48";0;0;0;0;"Switzerland";"AgeGender"
"766";"20";"29";"Switzerland";"2020-11-29";"2020";"48";0;0;0;0;"Switzerland";"AgeGender"
"767";"0";"9";"Switzerland";"2020-11-29";"2020";"48";0;0;0;0;"Switzerland";"AgeGender"
"768";"30";"39";"Switzerland";"2020-11-29";"2020";"48";0;0;0;0;"Switzerland";"AgeGender"
"769";"80";NA;"Switzerland";"2020-09-09";"2020";"37";0;0;0;0;"Switzerland";"AgeGender"
"770";"80+";"80+";"Switzerland";"2020-09-09";"2020";"37";4;3;0;7;"Switzerland";"AgeGender"
"771";"50";"59";"Switzerland";"2020-09-09";"2020";"37";0;0;0;0;"Switzerland";"AgeGender"
"772";"60";"69";"Switzerland";"2020-09-09";"2020";"37";0;0;0;0;"Switzerland";"AgeGender"
"773";"40";"49";"Switzerland";"2020-09-09";"2020";"37";0;0;0;0;"Switzerland";"AgeGender"
"774";"20";"29";"Switzerland";"2020-09-09";"2020";"37";0;0;0;0;"Switzerland";"AgeGender"
"775";"0";"9";"Switzerland";"2020-09-09";"2020";"37";0;0;0;0;"Switzerland";"AgeGender"
"776";"30";"39";"Switzerland";"2020-09-09";"2020";"37";0;0;0;0;"Switzerland";"AgeGender"
"777";"80";NA;"Switzerland";"2020-10-31";"2020";"44";11;4;0;15;"Switzerland";"AgeGender"
"778";"80+";"80+";"Switzerland";"2020-10-31";"2020";"44";27;16;0;43;"Switzerland";"AgeGender"
"779";"50";"59";"Switzerland";"2020-10-31";"2020";"44";0;0;0;0;"Switzerland";"AgeGender"
"780";"60";"69";"Switzerland";"2020-10-31";"2020";"44";1;0;0;1;"Switzerland";"AgeGender"
"781";"40";"49";"Switzerland";"2020-10-31";"2020";"44";0;0;0;0;"Switzerland";"AgeGender"
"782";"20";"29";"Switzerland";"2020-10-31";"2020";"44";0;0;0;0;"Switzerland";"AgeGender"
"783";"0";"9";"Switzerland";"2020-10-31";"2020";"44";0;0;0;0;"Switzerland";"AgeGender"
"784";"30";"39";"Switzerland";"2020-10-31";"2020";"44";0;0;0;0;"Switzerland";"AgeGender"
"785";"80";NA;"Switzerland";"2020-11-05";"2020";"45";13;3;0;16;"Switzerland";"AgeGender"
"786";"80+";"80+";"Switzerland";"2020-11-05";"2020";"45";28;28;0;56;"Switzerland";"AgeGender"
"787";"50";"59";"Switzerland";"2020-11-05";"2020";"45";2;1;0;3;"Switzerland";"AgeGender"
